,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,book,level
942,6.0,1.0,4.0,4.0,2.0,1.0,35.0,255,26.0,26.0,19.0,22.0,1,Pathfinder #153: Life's Long Shadows,14
875,7.0,3.0,5.0,0.0,3.0,3.0,29.0,195,20.0,24.0,20.0,22.0,0,Pathfinder #153: Life's Long Shadows,11
926,3.0,1.0,1.0,-1.0,2.0,2.0,15.0,16,6.0,5.0,3.0,6.0,0,Pathfinder #153: Life's Long Shadows,0
971,5.0,2.0,6.0,1.0,2.0,2.0,26.0,135,14.0,20.0,12.0,14.0,1,Pathfinder #153: Life's Long Shadows,8
917,4.0,5.0,3.0,1.0,3.0,0.0,30.0,195,19.0,19.0,23.0,17.0,0,Pathfinder #153: Life's Long Shadows,10
969,4.0,4.0,1.0,0.0,3.0,0.0,24.0,95,15.0,13.0,16.0,13.0,0,Pathfinder #153: Life's Long Shadows,6
919,6.0,-1.0,6.0,-2.0,0.0,-5.0,29.0,175,16.0,23.0,16.0,17.0,0,Pathfinder #153: Life's Long Shadows,10
827,3.0,5.0,4.0,4.0,5.0,7.0,31.0,200,23.0,22.0,25.0,23.0,1,Pathfinder #153: Life's Long Shadows,12
909,0.0,6.0,1.0,2.0,3.0,4.0,29.0,95,19.0,15.0,20.0,17.0,1,Pathfinder #153: Life's Long Shadows,8
924,0.0,2.0,-1.0,3.0,3.0,4.0,19.0,60,12.0,9.0,10.0,13.0,0,Pathfinder #153: Life's Long Shadows,4
829,0.0,5.0,2.0,3.0,2.0,5.0,23.0,110,14.0,14.0,17.0,14.0,1,Pathfinder #153: Life's Long Shadows,6
973,6.0,5.0,5.0,2.0,5.0,7.0,29.0,200,20.0,23.0,17.0,21.0,1,Pathfinder #153: Life's Long Shadows,10
925,4.0,2.0,1.0,0.0,2.0,1.0,17.0,40,8.0,9.0,6.0,8.0,0,Pathfinder #153: Life's Long Shadows,2
902,0.0,5.0,1.0,3.0,2.0,7.0,30.0,195,19.0,17.0,23.0,20.0,3,Pathfinder #152: Legacy of the Lost God,11
945,-5.0,3.0,0.0,4.0,6.0,3.0,24.0,95,20.0,13.0,16.0,19.0,0,Pathfinder #152: Legacy of the Lost God,8
896,6.0,4.0,2.0,-4.0,2.0,0.0,22.0,95,13.0,9.0,11.0,15.0,0,Pathfinder #152: Legacy of the Lost God,5
904,-5.0,4.0,2.0,0.0,3.0,5.0,21.0,50,10.0,9.0,13.0,14.0,1,Pathfinder #152: Legacy of the Lost God,5
861,5.0,0.0,3.0,1.0,2.0,-1.0,22.0,115,14.0,16.0,11.0,13.0,0,Pathfinder #152: Legacy of the Lost God,7
970,6.0,1.0,4.0,0.0,2.0,0.0,21.0,95,11.0,15.0,10.0,9.0,0,Pathfinder #152: Legacy of the Lost God,5
810,3.0,5.0,1.0,1.0,2.0,7.0,28.0,210,16.0,18.0,17.0,14.0,1,Pathfinder #152: Legacy of the Lost God,10
848,5.0,1.0,0.0,1.0,3.0,4.0,28.0,122,17.0,14.0,15.0,15.0,0,Pathfinder #152: Legacy of the Lost God,8
851,1.0,5.0,0.0,2.0,2.0,4.0,24.0,90,14.0,11.0,17.0,14.0,0,Pathfinder #152: Legacy of the Lost God,6
823,5.0,7.0,4.0,0.0,3.0,6.0,30.0,175,19.0,16.0,23.0,19.0,1,Pathfinder #152: Legacy of the Lost God,10
833,5.0,1.0,2.0,0.0,0.0,2.0,27.0,135,14.0,16.0,15.0,13.0,0,Pathfinder #152: Legacy of the Lost God,8
887,6.0,2.0,4.0,3.0,3.0,5.0,25.0,105,16.0,17.0,15.0,12.0,1,Pathfinder #152: Legacy of the Lost God,7
813,3.0,0.0,5.0,3.0,5.0,5.0,30.0,175,21.0,21.0,16.0,21.0,0,Pathfinder #152: Legacy of the Lost God,10
884,7.0,0.0,2.0,-4.0,2.0,0.0,21.0,110,11.0,16.0,9.0,14.0,0,Pathfinder #152: Legacy of the Lost God,7
834,3.0,4.0,3.0,-4.0,1.0,-1.0,18.0,55,9.0,8.0,11.0,10.0,0,Pathfinder #152: Legacy of the Lost God,3
967,1.0,2.0,1.0,0.0,1.0,5.0,23.0,115,12.0,12.0,13.0,14.0,3,Pathfinder #152: Legacy of the Lost God,7
822,2.0,3.0,2.0,-2.0,1.0,3.0,20.0,35,9.0,7.0,12.0,8.0,1,Pathfinder #152: Legacy of the Lost God,3
976,1.0,3.0,3.0,-2.0,2.0,5.0,20.0,35,9.0,10.0,10.0,7.0,0,Pathfinder #152: Legacy of the Lost God,3
870,4.0,4.0,4.0,2.0,3.0,2.0,26.0,135,15.0,16.0,18.0,15.0,1,Pathfinder #152: Legacy of the Lost God,7
811,2.0,4.0,0.0,1.0,0.0,2.0,21.0,56,8.0,9.0,14.0,9.0,1,Pathfinder #152: Legacy of the Lost God,4
963,4.0,1.0,2.0,0.0,4.0,2.0,22.0,80,11.0,11.0,8.0,13.0,1,Pathfinder #152: Legacy of the Lost God,5
871,6.0,-1.0,6.0,-5.0,0.0,-5.0,28.0,90,15.0,19.0,12.0,11.0,0,Pathfinder #152: Legacy of the Lost God,8
826,4.0,5.0,3.0,-1.0,2.0,4.0,24.0,95,14.0,11.0,17.0,14.0,1,Pathfinder #152: Legacy of the Lost God,6
918,1.0,3.0,0.0,0.0,1.0,4.0,20.0,66,9.0,9.0,13.0,11.0,2,Pathfinder #152: Legacy of the Lost God,4
951,3.0,1.0,4.0,0.0,1.0,2.0,16.0,55,8.0,11.0,8.0,6.0,1,Pathfinder #151: The Show Must Go On,3
952,2.0,3.0,2.0,0.0,0.0,2.0,16.0,40,7.0,11.0,8.0,8.0,0,Pathfinder #151: The Show Must Go On,2
953,3.0,2.0,3.0,-4.0,1.0,-2.0,16.0,24,6.0,10.0,4.0,7.0,0,Pathfinder #151: The Show Must Go On,1
960,2.0,4.0,2.0,1.0,0.0,-1.0,18.0,30,6.0,8.0,10.0,4.0,0,Pathfinder #151: The Show Must Go On,2
809,3.0,1.0,2.0,-1.0,2.0,1.0,13.0,8,4.0,5.0,5.0,2.0,0,Pathfinder #151: The Show Must Go On,-1
885,2.0,3.0,1.0,2.0,0.0,1.0,17.0,32,7.0,7.0,9.0,6.0,0,Pathfinder #151: The Show Must Go On,2
868,2.0,3.0,3.0,-5.0,1.0,-4.0,19.0,50,10.0,12.0,12.0,4.0,0,Pathfinder #151: The Show Must Go On,3
880,2.0,2.0,3.0,0.0,2.0,0.0,19.0,30,8.0,9.0,6.0,7.0,0,Pathfinder #151: The Show Must Go On,2
886,3.0,1.0,2.0,-4.0,1.0,-2.0,15.0,16,5.0,9.0,3.0,5.0,0,Pathfinder #151: The Show Must Go On,0
855,3.0,1.0,3.0,-1.0,2.0,-1.0,14.0,27,4.0,9.0,4.0,7.0,0,Pathfinder #151: The Show Must Go On,1
846,0.0,3.0,1.0,1.0,1.0,3.0,17.0,30,7.0,7.0,9.0,7.0,0,Pathfinder #151: The Show Must Go On,2
842,2.0,2.0,3.0,0.0,2.0,0.0,19.0,30,6.0,9.0,6.0,7.0,0,Pathfinder #151: The Show Must Go On,2
841,1.0,0.0,1.0,1.0,4.0,2.0,17.0,45,11.0,8.0,5.0,11.0,1,Pathfinder #151: The Show Must Go On,3
840,2.0,2.0,4.0,-4.0,1.0,-2.0,18.0,30,7.0,10.0,8.0,5.0,0,Pathfinder #151: The Show Must Go On,2
832,3.0,0.0,2.0,1.0,5.0,2.0,22.0,83,12.0,13.0,10.0,15.0,1,Pathfinder #151: The Show Must Go On,5
892,4.0,1.0,2.0,-1.0,2.0,1.0,20.0,44,9.0,9.0,6.0,9.0,0,Pathfinder #151: The Show Must Go On,3
893,3.0,2.0,3.0,-4.0,2.0,1.0,18.0,30,8.0,8.0,8.0,5.0,0,Pathfinder #151: The Show Must Go On,2
897,3.0,-5.0,3.0,-5.0,0.0,1.0,11.0,80,6.0,11.0,3.0,6.0,0,Pathfinder #151: The Show Must Go On,4
901,3.0,1.0,0.0,-5.0,0.0,2.0,17.0,33,6.0,8.0,11.0,4.0,0,Pathfinder #151: The Show Must Go On,2
906,-1.0,3.0,1.0,1.0,4.0,1.0,19.0,45,9.0,8.0,8.0,11.0,1,Pathfinder #151: The Show Must Go On,3
864,-2.0,5.0,4.0,-5.0,1.0,-4.0,18.0,55,13.0,15.0,16.0,6.0,0,Pathfinder #151: The Show Must Go On,5
912,4.0,0.0,2.0,0.0,2.0,1.0,20.0,46,7.0,9.0,8.0,7.0,0,Pathfinder #151: The Show Must Go On,3
929,3.0,4.0,2.0,1.0,2.0,4.0,19.0,45,12.0,9.0,12.0,8.0,0,Pathfinder #151: The Show Must Go On,2
821,5.0,3.0,2.0,-4.0,2.0,-1.0,18.0,50,9.0,11.0,9.0,7.0,0,Pathfinder #151: The Show Must Go On,3
930,3.0,4.0,2.0,-4.0,1.0,-2.0,19.0,45,11.0,9.0,11.0,6.0,0,Pathfinder #151: The Show Must Go On,3
910,5.0,0.0,4.0,-4.0,2.0,-1.0,21.0,70,10.0,12.0,8.0,8.0,0,Pathfinder #151: The Show Must Go On,4
117,9.0,7.0,9.0,-5.0,5.0,-5.0,42.0,255,30.0,33.0,30.0,27.0,0,Pathfinder #150: Broken Promises,18
163,10.0,0.0,9.0,-3.0,3.0,-4.0,43.0,380,35.0,36.0,28.0,27.0,0,Pathfinder #150: Broken Promises,19
220,12.0,9.0,12.0,-3.0,9.0,7.0,54.0,540,48.0,47.0,37.0,39.0,0,Pathfinder #150: Broken Promises,21
166,3.0,5.0,5.0,10.0,5.0,6.0,28.0,350,39.0,17.0,19.0,19.0,3,Pathfinder #150: Broken Promises,20
237,10.0,8.0,9.0,-4.0,7.0,6.0,48.0,385,39.0,36.0,33.0,30.0,0,Pathfinder #150: Broken Promises,20
144,10.0,8.0,9.0,-5.0,7.0,-5.0,48.0,430,39.0,39.0,36.0,33.0,1,Pathfinder #150: Broken Promises,21
145,9.0,6.0,7.0,3.0,5.0,2.0,42.0,400,30.0,33.0,27.0,30.0,1,Pathfinder #150: Broken Promises,18
150,2.0,8.0,5.0,10.0,5.0,6.0,45.0,375,36.0,30.0,33.0,36.0,3,Pathfinder #150: Broken Promises,20
128,-5.0,10.0,0.0,10.0,7.0,8.0,46.0,315,35.0,30.0,33.0,36.0,1,Pathfinder #150: Broken Promises,21
228,6.0,7.0,6.0,7.0,8.0,5.0,45.0,380,33.0,30.0,33.0,36.0,1,Pathfinder #150: Broken Promises,20
114,-5.0,9.0,5.0,0.0,7.0,8.0,45.0,300,33.0,33.0,37.0,33.0,0,Pathfinder #150: Broken Promises,18
169,8.0,6.0,9.0,10.0,5.0,2.0,43.0,350,33.0,35.0,29.0,32.0,0,Pathfinder #150: Broken Promises,19
170,8.0,2.0,9.0,-4.0,3.0,-4.0,43.0,330,29.0,32.0,26.0,29.0,0,Pathfinder #150: Broken Promises,17
171,7.0,1.0,5.0,3.0,2.0,4.0,46.0,375,36.0,36.0,33.0,31.0,0,Pathfinder #150: Broken Promises,20
202,8.0,7.0,8.0,3.0,4.0,10.0,45.0,400,32.0,36.0,33.0,30.0,1,Pathfinder #150: Broken Promises,20
197,8.0,2.0,9.0,2.0,3.0,2.0,43.0,330,29.0,32.0,26.0,29.0,0,Pathfinder #150: Broken Promises,17
182,10.0,5.0,9.0,5.0,6.0,7.0,50.0,500,39.0,36.0,33.0,39.0,1,Pathfinder #150: Broken Promises,21
188,11.0,5.0,9.0,8.0,7.0,7.0,50.0,575,40.0,37.0,34.0,42.0,1,Pathfinder #150: Broken Promises,21
187,12.0,8.0,10.0,8.0,8.0,9.0,52.0,600,46.0,42.0,36.0,38.0,1,Pathfinder #150: Broken Promises,21
234,8.0,7.0,9.0,6.0,5.0,6.0,40.0,315,32.0,32.0,30.0,26.0,1,Pathfinder #149: Against the Scarlet Triad,17
134,4.0,7.0,7.0,3.0,7.0,5.0,38.0,225,26.0,26.0,30.0,26.0,1,Pathfinder #149: Against the Scarlet Triad,15
226,9.0,7.0,5.0,7.0,8.0,9.0,43.0,350,35.0,32.0,29.0,35.0,0,Pathfinder #149: Against the Scarlet Triad,19
126,6.0,8.0,5.0,3.0,3.0,5.0,40.0,330,26.0,29.0,32.0,27.0,0,Pathfinder #149: Against the Scarlet Triad,17
168,6.0,3.0,9.0,7.0,6.0,6.0,26.0,350,20.0,30.0,20.0,29.0,3,Pathfinder #149: Against the Scarlet Triad,15
209,3.0,6.0,4.0,5.0,4.0,7.0,37.0,270,26.0,23.0,26.0,29.0,1,Pathfinder #149: Against the Scarlet Triad,15
208,8.0,6.0,6.0,3.0,4.0,5.0,36.0,275,25.0,30.0,26.0,24.0,0,Pathfinder #149: Against the Scarlet Triad,15
116,7.0,2.0,5.0,-5.0,1.0,-5.0,30.0,145,17.0,21.0,18.0,15.0,0,Pathfinder #149: Against the Scarlet Triad,10
221,-3.0,6.0,0.0,8.0,-2.0,6.0,44.0,300,25.0,29.0,32.0,35.0,1,Pathfinder #149: Against the Scarlet Triad,19
239,8.0,5.0,5.0,2.0,4.0,4.0,36.0,255,24.0,26.0,26.0,29.0,0,Pathfinder #149: Against the Scarlet Triad,14
238,9.0,6.0,8.0,-5.0,4.0,5.0,40.0,340,29.0,31.0,29.0,23.0,0,Pathfinder #149: Against the Scarlet Triad,17
218,9.0,3.0,6.0,-5.0,4.0,-2.0,39.0,255,28.0,30.0,25.0,28.0,1,Pathfinder #149: Against the Scarlet Triad,16
206,6.0,9.0,5.0,7.0,5.0,4.0,39.0,315,30.0,27.0,33.0,29.0,0,Pathfinder #149: Against the Scarlet Triad,17
172,9.0,7.0,3.0,3.0,3.0,6.0,41.0,340,29.0,27.0,33.0,29.0,1,Pathfinder #149: Against the Scarlet Triad,18
1675,4.0,0.0,0.0,0.0,4.0,4.0,22.0,45,13.0,9.0,10.0,13.0,1,Pathfinder Lost Omens: Character Guide,4
1677,1.0,4.0,2.0,1.0,0.0,3.0,21.0,54,8.0,9.0,13.0,9.0,0,Pathfinder Lost Omens: Character Guide,4
1700,4.0,1.0,3.0,0.0,3.0,0.0,22.0,75,11.0,12.0,10.0,10.0,0,Pathfinder Lost Omens: Character Guide,4
1736,6.0,2.0,4.0,0.0,1.0,0.0,28.0,170,16.0,20.0,16.0,16.0,2,Pathfinder Lost Omens: Character Guide,9
1746,4.0,5.0,4.0,0.0,3.0,0.0,29.0,195,24.0,20.0,23.0,19.0,0,Pathfinder Lost Omens: Character Guide,11
1726,2.0,3.0,1.0,1.0,4.0,0.0,21.0,54,13.0,9.0,9.0,12.0,2,Pathfinder Lost Omens: Character Guide,4
1716,0.0,4.0,3.0,2.0,2.0,0.0,21.0,60,11.0,10.0,13.0,11.0,0,Pathfinder Lost Omens: Character Guide,4
1717,5.0,1.0,3.0,1.0,2.0,4.0,32.0,195,20.0,22.0,18.0,19.0,1,Pathfinder Lost Omens: Character Guide,11
1724,1.0,4.0,3.0,0.0,5.0,3.0,30.0,175,21.0,19.0,20.0,23.0,2,Pathfinder Lost Omens: Character Guide,11
1740,0.0,4.0,3.0,5.0,3.0,1.0,28.0,145,18.0,19.0,20.0,21.0,2,Pathfinder Lost Omens: Character Guide,11
1701,4.0,2.0,2.0,0.0,3.0,5.0,30.0,145,20.0,19.0,19.0,24.0,3,Pathfinder Lost Omens: Character Guide,11
1747,4.0,0.0,3.0,0.0,1.0,3.0,22.0,70,10.0,12.0,6.0,12.0,1,Pathfinder Lost Omens: Character Guide,4
229,7.0,4.0,5.0,4.0,4.0,6.0,39.0,300,28.0,29.0,28.0,26.0,1,Pathfinder #148: Fires of the Haunted City,16
219,-5.0,4.0,0.0,6.0,5.0,4.0,34.0,185,24.0,20.0,23.0,26.0,1,Pathfinder #148: Fires of the Haunted City,13
216,10.0,0.0,6.0,4.0,4.0,3.0,37.0,310,26.0,29.0,21.0,27.0,0,Pathfinder #148: Fires of the Haunted City,15
205,2.0,7.0,3.0,0.0,4.0,6.0,32.0,195,21.0,18.0,24.0,21.0,1,Pathfinder #148: Fires of the Haunted City,11
240,2.0,7.0,4.0,8.0,7.0,0.0,36.0,265,26.0,24.0,29.0,27.0,0,Pathfinder #148: Fires of the Haunted City,15
236,8.0,4.0,5.0,2.0,7.0,4.0,34.0,235,19.0,26.0,20.0,23.0,1,Pathfinder #148: Fires of the Haunted City,13
204,-5.0,7.0,2.0,-1.0,4.0,5.0,33.0,180,20.0,18.0,25.0,22.0,1,Pathfinder #148: Fires of the Haunted City,12
147,4.0,8.0,3.0,2.0,5.0,3.0,35.0,240,26.0,21.0,28.0,23.0,1,Pathfinder #148: Fires of the Haunted City,13
133,7.0,3.0,5.0,0.0,4.0,1.0,32.0,215,22.0,24.0,20.0,21.0,0,Pathfinder #148: Fires of the Haunted City,12
143,6.0,5.0,4.0,1.0,1.0,2.0,33.0,210,24.0,25.0,20.0,22.0,0,Pathfinder #148: Fires of the Haunted City,13
153,4.0,8.0,5.0,3.0,2.0,6.0,37.0,250,28.0,26.0,29.0,23.0,0,Pathfinder #148: Fires of the Haunted City,14
154,5.0,2.0,4.0,1.0,2.0,0.0,22.0,75,11.0,15.0,9.0,11.0,0,Pathfinder #148: Fires of the Haunted City,5
129,7.0,-5.0,5.0,-5.0,0.0,-5.0,20.0,300,15.0,20.0,10.0,15.0,0,Pathfinder #148: Fires of the Haunted City,11
139,5.0,7.0,4.0,-3.0,1.0,5.0,33.0,215,23.0,21.0,26.0,18.0,1,Pathfinder #148: Fires of the Haunted City,12
178,8.0,4.0,4.0,0.0,4.0,3.0,36.0,255,24.0,28.0,22.0,25.0,1,Pathfinder #148: Fires of the Haunted City,14
180,8.0,-1.0,5.0,-5.0,0.0,-5.0,33.0,195,22.0,25.0,19.0,20.0,0,Pathfinder #148: Fires of the Haunted City,12
176,4.0,2.0,3.0,5.0,4.0,3.0,24.0,135,22.0,19.0,13.0,16.0,0,Pathfinder #148: Fires of the Haunted City,8
112,8.0,4.0,6.0,3.0,5.0,2.0,37.0,285,26.0,28.0,24.0,25.0,0,Pathfinder #148: Fires of the Haunted City,15
167,6.0,4.0,5.0,4.0,8.0,5.0,40.0,270,29.0,27.0,24.0,30.0,3,Pathfinder #148: Fires of the Haunted City,15
177,6.0,5.0,0.0,7.0,5.0,7.0,35.0,195,25.0,22.0,24.0,28.0,1,Pathfinder #148: Fires of the Haunted City,14
137,8.0,4.0,6.0,2.0,4.0,2.0,34.0,240,23.0,27.0,19.0,23.0,1,Pathfinder #148: Fires of the Haunted City,13
179,4.0,5.0,3.0,1.0,3.0,4.0,35.0,235,24.0,23.0,25.0,22.0,0,Pathfinder #147: Tomorrow Must Burn,13
156,6.0,1.0,6.0,-4.0,1.0,-1.0,27.0,135,16.0,19.0,14.0,16.0,0,Pathfinder #147: Tomorrow Must Burn,9
175,7.0,1.0,5.0,2.0,3.0,3.0,30.0,200,19.0,21.0,17.0,19.0,1,Pathfinder #147: Tomorrow Must Burn,10
173,6.0,2.0,4.0,5.0,3.0,4.0,34.0,200,22.0,21.0,21.0,22.0,1,Pathfinder #147: Tomorrow Must Burn,13
190,4.0,4.0,3.0,0.0,2.0,-1.0,22.0,75,11.0,12.0,15.0,9.0,0,Pathfinder #147: Tomorrow Must Burn,5
164,3.0,2.0,3.0,1.0,1.0,4.0,28.0,155,14.0,21.0,15.0,18.0,1,Pathfinder #147: Tomorrow Must Burn,9
191,0.0,5.0,1.0,4.0,3.0,4.0,30.0,160,20.0,17.0,21.0,19.0,0,Pathfinder #147: Tomorrow Must Burn,10
210,0.0,4.0,3.0,4.0,2.0,1.0,27.0,135,16.0,17.0,18.0,14.0,0,Pathfinder #147: Tomorrow Must Burn,8
207,5.0,3.0,5.0,0.0,5.0,2.0,30.0,180,19.0,20.0,17.0,19.0,0,Pathfinder #147: Tomorrow Must Burn,10
194,2.0,5.0,1.0,1.0,4.0,3.0,31.0,185,21.0,18.0,24.0,21.0,0,Pathfinder #147: Tomorrow Must Burn,11
227,5.0,6.0,4.0,5.0,3.0,4.0,33.0,185,22.0,22.0,22.0,23.0,1,Pathfinder #147: Tomorrow Must Burn,12
119,2.0,4.0,2.0,5.0,2.0,4.0,28.0,170,17.0,17.0,19.0,19.0,2,Pathfinder #147: Tomorrow Must Burn,11
196,6.0,7.0,3.0,6.0,6.0,8.0,39.0,295,32.0,25.0,29.0,30.0,1,Pathfinder #147: Tomorrow Must Burn,16
211,2.0,4.0,2.0,0.0,0.0,2.0,25.0,95,12.0,10.0,14.0,12.0,0,Pathfinder #147: Tomorrow Must Burn,6
212,4.0,5.0,3.0,1.0,4.0,0.0,32.0,195,23.0,20.0,22.0,21.0,0,Pathfinder #147: Tomorrow Must Burn,11
200,-5.0,3.0,0.0,3.0,7.0,5.0,29.0,135,22.0,14.0,21.0,23.0,0,Pathfinder #147: Tomorrow Must Burn,10
124,5.0,2.0,4.0,-4.0,2.0,-2.0,23.0,98,15.0,16.0,14.0,10.0,0,Pathfinder #147: Tomorrow Must Burn,6
213,4.0,2.0,3.0,0.0,2.0,2.0,25.0,120,13.0,18.0,12.0,15.0,0,Pathfinder #147: Tomorrow Must Burn,7
203,7.0,5.0,5.0,4.0,6.0,5.0,30.0,155,22.0,22.0,16.0,19.0,1,Pathfinder #147: Tomorrow Must Burn,10
121,5.0,3.0,3.0,-1.0,3.0,6.0,28.0,145,18.0,18.0,16.0,18.0,1,Pathfinder #146: Cult of Cinders,9
174,4.0,4.0,1.0,1.0,2.0,3.0,28.0,135,14.0,16.0,17.0,15.0,2,Pathfinder #146: Cult of Cinders,8
122,6.0,2.0,3.0,4.0,3.0,6.0,27.0,135,15.0,18.0,15.0,18.0,1,Pathfinder #146: Cult of Cinders,8
193,1.0,3.0,0.0,3.0,2.0,4.0,23.0,74,12.0,8.0,13.0,12.0,2,Pathfinder #146: Cult of Cinders,6
161,2.0,4.0,1.0,1.0,4.0,0.0,21.0,71,13.0,10.0,13.0,13.0,1,Pathfinder #146: Cult of Cinders,5
165,-1.0,4.0,2.0,6.0,2.0,3.0,27.0,122,14.0,14.0,18.0,16.0,0,Pathfinder #146: Cult of Cinders,8
199,6.0,3.0,5.0,0.0,4.0,1.0,27.0,135,16.0,19.0,13.0,16.0,0,Pathfinder #146: Cult of Cinders,8
155,3.0,4.0,5.0,0.0,-1.0,6.0,26.0,135,19.0,17.0,16.0,11.0,0,Pathfinder #146: Cult of Cinders,8
131,4.0,3.0,2.0,0.0,5.0,3.0,23.0,90,15.0,14.0,12.0,15.0,1,Pathfinder #146: Cult of Cinders,6
184,5.0,-3.0,4.0,-5.0,-5.0,-5.0,13.0,175,7.0,18.0,7.0,5.0,0,Pathfinder #146: Cult of Cinders,6
149,3.0,3.0,0.0,1.0,2.0,0.0,19.0,26,8.0,6.0,9.0,6.0,1,Pathfinder #146: Cult of Cinders,2
192,6.0,1.0,5.0,-5.0,2.0,-4.0,21.0,135,14.0,15.0,13.0,10.0,0,Pathfinder #146: Cult of Cinders,6
160,1.0,4.0,2.0,0.0,3.0,-1.0,20.0,44,10.0,9.0,11.0,10.0,0,Pathfinder #146: Cult of Cinders,3
998,1.0,3.0,3.0,4.0,1.0,0.0,21.0,54,9.0,11.0,11.0,7.0,0,Pathfinder Adventure: The Fall of Plaguestone,4
1000,2.0,3.0,2.0,-4.0,0.0,0.0,16.0,15,4.0,6.0,7.0,4.0,0,Pathfinder Adventure: The Fall of Plaguestone,0
997,5.0,1.0,4.0,0.0,0.0,-2.0,17.0,60,7.0,11.0,6.0,7.0,0,Pathfinder Adventure: The Fall of Plaguestone,3
999,1.0,4.0,2.0,4.0,1.0,0.0,22.0,68,10.0,11.0,13.0,8.0,0,Pathfinder Adventure: The Fall of Plaguestone,5
996,5.0,2.0,4.0,2.0,1.0,0.0,20.0,65,11.0,12.0,10.0,9.0,0,Pathfinder Adventure: The Fall of Plaguestone,4
982,3.0,1.0,1.0,1.0,0.0,1.0,13.0,16,2.0,5.0,3.0,2.0,0,Pathfinder Adventure: The Fall of Plaguestone,-1
993,2.0,3.0,3.0,3.0,0.0,-1.0,17.0,30,6.0,9.0,9.0,4.0,0,Pathfinder Adventure: The Fall of Plaguestone,2
995,4.0,1.0,5.0,-4.0,2.0,-1.0,16.0,30,6.0,11.0,5.0,8.0,0,Pathfinder Adventure: The Fall of Plaguestone,2
977,2.0,4.0,1.0,2.0,0.0,-2.0,18.0,30,6.0,7.0,10.0,6.0,0,Pathfinder Adventure: The Fall of Plaguestone,2
978,-1.0,4.0,1.0,-5.0,1.0,-4.0,17.0,18,5.0,4.0,9.0,4.0,0,Pathfinder Adventure: The Fall of Plaguestone,1
979,5.0,-4.0,5.0,-5.0,0.0,-5.0,12.0,90,8.0,15.0,6.0,6.0,0,Pathfinder Adventure: The Fall of Plaguestone,4
980,4.0,2.0,4.0,-4.0,0.0,0.0,16.0,35,6.0,10.0,8.0,6.0,0,Pathfinder Adventure: The Fall of Plaguestone,2
984,1.0,3.0,1.0,-4.0,1.0,-2.0,17.0,17,6.0,6.0,8.0,4.0,0,Pathfinder Adventure: The Fall of Plaguestone,1
985,2.0,4.0,3.0,-4.0,1.0,-2.0,19.0,27,7.0,7.0,10.0,7.0,0,Pathfinder Adventure: The Fall of Plaguestone,2
981,2.0,4.0,2.0,-4.0,2.0,2.0,18.0,30,8.0,8.0,10.0,6.0,0,Pathfinder Adventure: The Fall of Plaguestone,2
987,4.0,3.0,1.0,0.0,2.0,0.0,19.0,44,9.0,8.0,10.0,7.0,0,Pathfinder Adventure: The Fall of Plaguestone,3
989,1.0,3.0,2.0,-4.0,1.0,-3.0,16.0,15,5.0,6.0,7.0,3.0,0,Pathfinder Adventure: The Fall of Plaguestone,0
990,5.0,2.0,3.0,-1.0,1.0,0.0,21.0,68,9.0,11.0,8.0,9.0,0,Pathfinder Adventure: The Fall of Plaguestone,4
991,1.0,2.0,0.0,-4.0,1.0,-2.0,15.0,8,5.0,4.0,6.0,3.0,0,Pathfinder Adventure: The Fall of Plaguestone,-1
992,4.0,4.0,2.0,-4.0,2.0,-2.0,19.0,45,9.0,9.0,11.0,7.0,0,Pathfinder Adventure: The Fall of Plaguestone,3
986,3.0,4.0,3.0,1.0,2.0,0.0,21.0,47,9.0,10.0,11.0,7.0,0,Pathfinder Adventure: The Fall of Plaguestone,3
132,3.0,3.0,2.0,-1.0,1.0,0.0,18.0,18,6.0,7.0,8.0,4.0,0,Pathfinder #145: Hellknight Hill,1
215,4.0,2.0,3.0,-1.0,0.0,1.0,20.0,25,7.0,9.0,8.0,4.0,0,Pathfinder #145: Hellknight Hill,2
201,0.0,2.0,0.0,2.0,4.0,1.0,18.0,60,12.0,8.0,10.0,12.0,1,Pathfinder #145: Hellknight Hill,4
125,4.0,3.0,1.0,0.0,1.0,-1.0,18.0,19,6.0,6.0,9.0,4.0,0,Pathfinder #145: Hellknight Hill,1
127,2.0,4.0,1.0,-1.0,-1.0,2.0,20.0,35,6.0,6.0,11.0,6.0,0,Pathfinder #145: Hellknight Hill,3
222,3.0,3.0,2.0,0.0,2.0,-1.0,19.0,40,9.0,9.0,10.0,7.0,0,Pathfinder #145: Hellknight Hill,3
231,1.0,3.0,3.0,4.0,0.0,2.0,20.0,56,7.0,10.0,12.0,9.0,1,Pathfinder #145: Hellknight Hill,5
159,3.0,-1.0,3.0,-3.0,1.0,0.0,17.0,20,4.0,8.0,2.0,4.0,0,Pathfinder #145: Hellknight Hill,1
140,3.0,4.0,1.0,0.0,1.0,-1.0,22.0,52,14.0,10.0,12.0,9.0,0,Pathfinder #145: Hellknight Hill,4
141,6.0,0.0,3.0,-1.0,1.0,2.0,22.0,60,13.0,12.0,7.0,10.0,1,Pathfinder #145: Hellknight Hill,5
186,3.0,2.0,2.0,0.0,4.0,2.0,22.0,63,13.0,11.0,9.0,13.0,1,Pathfinder #145: Hellknight Hill,5
